"Subject","Gruppe","Trial","item_type","color","source","recog","ONTest.RT","RKResponse","RKTest.RT","tag","ori_assign","assign","SMTest.RT","testword","Age","Group","SessionDate","SessionStartDateTimeUtc","SessionTime","Sex","studies","Block","Blocklist","Blocklist.Cycle","Blocklist.Sample","Procedure[Block]","Running[Block]","Strategieabfrage.ACC","Strategieabfrage.CRESP","Strategieabfrage.DurationError","Strategieabfrage.OnsetDelay","Strategieabfrage.OnsetTime","Strategieabfrage.OnsetToOnsetTime","Strategieabfrage.RESP","Strategieabfrage.RT","Strategieabfrage.RTTime","fontsize","ListTest.Resp","onleft","onright","ONTest.Resp","pos","position","rkleft","rkright","Running[Trial]","StudyList1","StudyList1.Cycle","StudyList1.Sample","TestList","TestList.Cycle","TestList.Sample","UebungMemCue","used"
55,"IN",36,"F item","cyan","top","new",1354,"new",730,"N","N","N",4445,"Auto",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,36,1,36,NA,1
55,"IN",37,"R item","cyan","top","old",1487,"remember",852,"R","Y","B",1346,"Fahne",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,37,1,37,NA,1
55,"IN",38,"R item","yellow","bottom","new",1847,"new",852,"N","N","N",1346,"Seil",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,38,1,38,NA,1
55,"IN",39,"distractor","new","nosou","new",1161,"new",852,"N","N","N",1346,"Brett",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,39,1,39,NA,1
55,"IN",40,"R item","cyan","top","old",1245,"remember",1084,"R","Y","B",1841,"Wiege",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,40,1,40,NA,1
55,"IN",41,"R item","yellow","bottom","old",2266,"remember",1065,"R","C","T",1614,"Berg",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,41,1,41,NA,1
55,"IN",42,"distractor","new","nosou","new",537,"new",1065,"N","N","N",1614,"Grab",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,42,1,42,NA,1
55,"IN",43,"R item","cyan","top","old",2605,"remember",565,"R","Y","B",5367,"Kind",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,43,1,43,NA,1
55,"IN",44,"distractor","new","nosou","new",1981,"new",565,"N","N","N",5367,"Vulkan",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,44,1,44,NA,1
55,"IN",45,"distractor","new","nosou","new",1033,"new",565,"N","N","N",5367,"Gelenk",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,45,1,45,NA,1
55,"IN",46,"distractor","new","nosou","new",619,"new",565,"N","N","N",5367,"Auspuff",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,46,1,46,NA,1
55,"IN",47,"R item","cyan","top","old",1197,"know",1310,"R","C","T",6681,"Tier",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,47,1,47,NA,1
55,"IN",48,"R item","cyan","top","old",3139,"remember",557,"R","C","T",2303,"Bauch",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,48,1,48,NA,1
55,"IN",49,"distractor","new","nosou","new",1293,"new",557,"N","N","N",2303,"Schlamm",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,49,1,49,NA,1
55,"IN",50,"F item","yellow","bottom","new",1005,"new",557,"N","N","N",2303,"Zeitung",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,50,1,50,NA,1
55,"IN",51,"R item","cyan","top","old",999,"remember",912,"R","Y","B",1939,"Räuber",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,51,1,51,NA,1
55,"IN",52,"distractor","new","nosou","new",689,"new",912,"N","N","N",1939,"Hammer",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,52,1,52,NA,1
55,"IN",53,"R item","yellow","bottom","old",1240,"remember",678,"R","C","T",1275,"Klavier",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,53,1,53,NA,1
55,"IN",54,"F item","cyan","top","new",1387,"new",678,"N","N","N",1275,"König",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,54,1,54,NA,1
55,"IN",55,"R item","yellow","bottom","old",1047,"remember",245,"R","C","T",1195,"Meer",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,55,1,55,NA,1
55,"IN",56,"R item","yellow","bottom","old",1135,"remember",386,"R","Y","B",378,"Mädchen",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,56,1,56,NA,1
55,"IN",57,"R item","cyan","top","old",4117,"remember",721,"R","Y","B",3980,"Zimmer",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,57,1,57,NA,1
55,"IN",58,"F item","yellow","bottom","new",1257,"new",721,"N","N","N",3980,"Schmied",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,58,1,58,NA,1
55,"IN",59,"F item","cyan","top","new",714,"new",721,"N","N","N",3980,"Toast",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,59,1,59,NA,1
55,"IN",60,"distractor","new","nosou","new",640,"new",721,"N","N","N",3980,"Diamant",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,60,1,60,NA,1
55,"IN",61,"R item","yellow","bottom","new",681,"new",721,"N","N","N",3980,"Altar",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,61,1,61,NA,1
55,"IN",62,"F item","cyan","top","new",4465,"new",721,"N","N","N",3980,"Moor",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,62,1,62,NA,1
55,"IN",63,"F item","yellow","bottom","old",1706,"know",558,"F","Y","B",1312,"Ehefrau",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,63,1,63,NA,1
55,"IN",64,"R item","cyan","top","old",1967,"know",920,"F","C","T",1051,"Abgrund",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,64,1,64,NA,1
55,"IN",65,"R item","cyan","top","old",1948,"remember",543,"R","Y","B",681,"Stirn",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,65,1,65,NA,1
55,"IN",66,"R item","yellow","bottom","new",2777,"new",543,"N","N","N",681,"Luft",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,66,1,66,NA,1
55,"IN",67,"R item","cyan","top","new",1109,"new",543,"N","N","N",681,"Sturm",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,67,1,67,NA,1
55,"IN",68,"R item","yellow","bottom","old",339,"remember",253,"R","C","T",603,"Schiff",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,68,1,68,NA,1
55,"IN",69,"F item","yellow","bottom","new",877,"new",253,"N","N","N",603,"Gold",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,69,1,69,NA,1
55,"IN",70,"R item","cyan","top","old",1301,"remember",458,"R","Y","B",671,"Sessel",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,70,1,70,NA,1
55,"IN",71,"R item","cyan","top","new",823,"new",458,"N","N","N",671,"Schmutz",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,71,1,71,NA,1
55,"IN",72,"distractor","new","nosou","new",1209,"new",458,"N","N","N",671,"Raupe",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,72,1,72,NA,1
55,"IN",73,"F item","yellow","bottom","old",1299,"know",536,"F","C","T",763,"Hektar",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,73,1,73,NA,1
55,"IN",74,"F item","cyan","top","new",2382,"new",536,"N","N","N",763,"Mord",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,74,1,74,NA,1
55,"IN",75,"F item","cyan","top","new",1187,"new",536,"N","N","N",763,"Möbel",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,75,1,75,NA,1
55,"IN",76,"distractor","new","nosou","new",1678,"new",536,"N","N","N",763,"Gras",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,76,1,76,NA,1
55,"IN",77,"distractor","new","nosou","new",806,"new",536,"N","N","N",763,"Garten",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,77,1,77,NA,1
55,"IN",78,"distractor","new","nosou","new",1048,"new",536,"N","N","N",763,"Kneipe",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,78,1,78,NA,1
55,"IN",79,"F item","cyan","top","new",1154,"new",536,"N","N","N",763,"Keller",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,79,1,79,NA,1
55,"IN",80,"distractor","new","nosou","new",1630,"new",536,"N","N","N",763,"Schleim",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,80,1,80,NA,1
55,"IN",81,"F item","cyan","top","new",736,"new",536,"N","N","N",763,"Zucker",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,81,1,81,NA,1
55,"IN",82,"distractor","new","nosou","new",2069,"new",536,"N","N","N",763,"Fenster",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,82,1,82,NA,1
55,"IN",83,"distractor","new","nosou","new",797,"new",536,"N","N","N",763,"Fluss",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,83,1,83,NA,1
55,"IN",84,"F item","yellow","bottom","new",961,"new",536,"N","N","N",763,"Becher",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,84,1,84,NA,1
55,"IN",85,"distractor","new","nosou","old",2973,"know",311,"F","C","T",858,"Staub",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,85,1,85,NA,1
55,"IN",86,"distractor","new","nosou","new",1091,"new",311,"N","N","N",858,"Schaum",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,86,1,86,NA,1
55,"IN",87,"R item","yellow","bottom","old",1353,"know",971,"F","Y","B",972,"Diener",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,87,1,87,NA,1
55,"IN",88,"F item","yellow","bottom","new",992,"new",971,"N","N","N",972,"Yacht",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,88,1,88,NA,1
55,"IN",89,"F item","yellow","bottom","new",900,"new",971,"N","N","N",972,"Papier",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,89,1,89,NA,1
55,"IN",90,"F item","cyan","top","old",1635,"know",306,"F","C","T",413,"Bettler",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,90,1,90,NA,1
55,"IN",91,"distractor","new","nosou","new",1064,"new",306,"N","N","N",413,"Junge",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,91,1,91,NA,1
55,"IN",92,"distractor","new","nosou","new",784,"new",306,"N","N","N",413,"Nonne",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,92,1,92,NA,1
55,"IN",93,"F item","yellow","bottom","old",1284,"know",437,"F","Y","B",1268,"Dampf",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,93,1,93,NA,1
55,"IN",94,"distractor","new","nosou","new",1109,"new",437,"N","N","N",1268,"Schüler",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,94,1,94,NA,1
55,"IN",95,"R item","cyan","top","new",683,"new",437,"N","N","N",1268,"Pfarrer",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,95,1,95,NA,1
55,"IN",96,"distractor","new","nosou","new",4331,"new",437,"N","N","N",1268,"Gift",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,96,1,96,NA,1
55,"IN",97,"R item","cyan","top","old",1265,"remember",462,"R","Y","B",1028,"Gehirn",23,1,2019-07-16,"16.07.2019 06:56:41",1899-12-31 08:56:41,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,27,1405126,0,"n",11221,1416347,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,97,1,97,NA,1
